Torso Area,Perpendicular Distance Left Shoulder,Perpendicular Distance Right Shoulder,Angle Degree,Target
0.39510199614448754,4.323329146292679,3.931833075838956,177.48853076619665,0
0.36645873277164376,6.963297282824519,7.297625212620687,173.52004218544835,0
0.4309903915563815,3.406691024235593,2.9612138554980025,177.53903634936896,0
0.35932806711953313,8.324855444334396,8.771079973267042,177.5681730718968,0
0.3867872851439958,86.9835629441453,86.51744561261468,175.76784498750794,0
0.2901116203194753,2.359698545487604,2.2707956536820952,157.53654298056492,0
0.22418227623048337,17.19402478572906,17.057270933879085,176.59449947700804,0
0.23169786990494534,6.069938955005881,5.889635464254811,177.4089651491594,0
0.23138501252213614,3.0390231036928497,2.8026843571374993,179.3029167570656,0
0.20049765920553175,9.852595165329335,9.972629240835436,175.82205077335388,0
0.6267904077576222,8.615716801033969,9.022565122258227,176.4864996224903,0
0.6778219680044376,10.15434265044994,9.62571648318935,3.1369377019793365,0
0.6679428556868932,9.842291939080827,9.274618310170915,6.413675380950395,0
0.6690369213834862,16.330494644023904,15.86426580602108,178.77758950188428,0
0.6269095795666447,4.298492599907161,3.8800665170157616,176.4871190642562,0
0.42829240453343026,21.047751982724886,20.764649657280213,169.0595625422378,0
0.4579402177455139,3.19715611303224,3.476784715956216,179.4800349657063,0
0.25930729636268934,1.4262068637454464,1.5667154312524887,178.9027105639596,0
0.4630541821899132,1.7896378231343353,2.0691048668150853,1.7831609393431294,0
0.37426574402926105,14.429215653259993,14.15029985744097,174.37898760577508,0
0.5020570358019202,2.6800112355835957,3.1172311241064325,3.365065885385506,0
0.334171857029692,1.413123198781087,1.0745645385946543,4.574224951504509,0
0.5831064133585138,2.4100018878807874,2.0442370899654705,176.23910071231714,0
0.39272883425490146,2.5918147834248164,2.9175584443938485,178.85346505537345,0
0.18964157560189246,1.3518711633517242,1.514511845243985,178.34850135960207,0
0.35814388166734556,11.21554145220782,10.759221700278232,0.20037076995205322,0
0.29923173669648173,66.3246247541331,66.7776946985835,172.99267533849056,0
0.3527007430492447,6.7956456453689595,6.435876751346853,173.2392107079306,0
0.34303713730645413,159.10954587118752,159.66527239980374,164.90459955058532,0
0.3485527547510315,0.33779263295948364,0.7688855719612495,91.55644254577143,0
0.5662728221346771,5.3866739288567045,4.880926169225628,1.3279476571929967,0
0.4185127965289777,4.827585943409149,4.484617398340626,179.74433411969883,0
0.5309192140624583,4.61154116637074,4.95282441066899,176.6844958958553,0
0.464021815071376,34.18797984755894,33.83221123842118,171.78572755986013,0
0.4809933689984861,4.8330161954616,4.393055432249048,176.54007625128654,0
0.21723998353250284,64.80679044912942,64.41566206148507,173.27901865333286,0
0.2339465826789164,6.636934500453855,7.013225341430422,2.6353417908160073,0
0.22558104384449612,23.01510579801013,22.59292975458132,174.5560033547532,0
0.23852677765840918,3.6745447638269804,3.1981841546846885,173.80245913344146,0
0.22579471166453355,6.318720863544203,5.8599951510675075,174.3227153565268,0
0.4549671356271443,2.2332601071100804,1.57410541898714,2.181835371181697,0
0.6280128855534515,2.4139880130849654,2.83378793394551,178.7149920795189,0
0.43635317679281144,1.0314160365895633,0.6883349235041584,4.998501881815459,0
0.465398687246546,1.0461611142510745,0.4094162193081014,1.3929929596923876,0
0.47302926671418133,4.754077644776973,4.317879868300558,4.485845351323697,0
0.8662125430634012,3.8076734256298184,4.244053979158125,0.04253976766758187,0
0.7754893268548827,8.768516588824347,8.202399746947844,6.441484040253571,0
0.8353453038625422,245.17961922068753,245.60203010305204,176.788094115179,0
0.7620496053161084,5.948190281285642,6.3985413854007165,179.48344474036207,0
0.8758301080565887,2.478455911029602,2.0936402977818065,174.22030348117258,0
0.5339914327491739,21.503199532111964,21.09307841385825,2.909234205822548,0
0.6306635900266523,7.067927200550141,7.578153057513678,10.048804093465984,0
0.34797019052536377,5.291855954254338,5.477081071794381,177.25818947227972,0
0.7642229506804276,7.237930131399573,7.708774895994383,2.3946904062851573,0
0.6453264148877477,4.108804513239364,4.480291996637164,179.10073073335053,0
0.3875078153270047,41.84697256186924,41.55461413314841,11.74742939622399,1
0.3728379808384331,6.298765108769976,6.621734505712415,176.76138858258005,1
0.399802144508595,6.533356213556039,6.246573569763238,167.31291137085367,1
